date,day_name,day_of_week,is_weekend,month,week_of_year,weather,event_flag,event_name,menu_id,menu_name,unit_price,qty_sold,gross_sales
10/22/2025,Rabu,3,0,10,43,Cerah,0,,soto_ayam,Soto Ayam,18000,31,558000
10/22/2025,Rabu,3,0,10,43,Cerah,0,,es_jeruk,Es Jeruk,10000,62,620000
10/22/2025,Rabu,3,0,10,43,Cerah,0,,gorengan,Gorengan,2000,120,240000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,ayam_geprek,Ayam Geprek,18000,37,666000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,nasi_goreng,Nasi Goreng,22000,35,770000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,kopi_susu,Kopi Susu,16000,45,720000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,es_teh_manis,Es Teh Manis,8000,57,456000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,mie_goreng,Mie Goreng Spesial,15000,29,435000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,sate_ayam,Sate Ayam,25000,20,500000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,bakso_sapi,Bakso Sapi,15000,32,480000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,soto_ayam,Soto Ayam,18000,29,522000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,es_jeruk,Es Jeruk,10000,47,470000
10/23/2025,Kamis,4,0,10,43,Berawan,0,,gorengan,Gorengan,2000,116,232000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,ayam_geprek,Ayam Geprek,18000,47,846000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,nasi_goreng,Nasi Goreng,22000,42,924000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,kopi_susu,Kopi Susu,16000,55,880000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,es_teh_manis,Es Teh Manis,8000,79,632000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,mie_goreng,Mie Goreng Spesial,15000,32,480000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,sate_ayam,Sate Ayam,25000,23,575000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,bakso_sapi,Bakso Sapi,15000,41,615000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,soto_ayam,Soto Ayam,18000,36,648000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,es_jeruk,Es Jeruk,10000,65,650000
10/24/2025,Jumat,5,0,10,43,Cerah,1,Promo Jumat Berkah,gorengan,Gorengan,2000,128,256000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,ayam_geprek,Ayam Geprek,18000,61,1098000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,nasi_goreng,Nasi Goreng,22000,56,1232000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,kopi_susu,Kopi Susu,16000,71,1136000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,es_teh_manis,Es Teh Manis,8000,105,840000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,mie_goreng,Mie Goreng Spesial,15000,51,765000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,sate_ayam,Sate Ayam,25000,32,800000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,bakso_sapi,Bakso Sapi,15000,52,780000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,soto_ayam,Soto Ayam,18000,43,774000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,es_jeruk,Es Jeruk,10000,83,830000
10/25/2025,Sabtu,6,1,10,43,Cerah,1,Periode Gajian,gorengan,Gorengan,2000,178,356000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,ayam_geprek,Ayam Geprek,18000,58,1044000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,nasi_goreng,Nasi Goreng,22000,52,1144000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,kopi_susu,Kopi Susu,16000,66,1056000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,es_teh_manis,Es Teh Manis,8000,116,928000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,mie_goreng,Mie Goreng Spesial,15000,43,645000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,sate_ayam,Sate Ayam,25000,31,775000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,bakso_sapi,Bakso Sapi,15000,54,810000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,soto_ayam,Soto Ayam,18000,51,918000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,es_jeruk,Es Jeruk,10000,83,830000
10/26/2025,Minggu,7,1,10,43,Cerah,1,Periode Gajian,gorengan,Gorengan,2000,183,366000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,ayam_geprek,Ayam Geprek,18000,56,1008000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,nasi_goreng,Nasi Goreng,22000,48,1056000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,kopi_susu,Kopi Susu,16000,45,720000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,es_teh_manis,Es Teh Manis,8000,58,464000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,mie_goreng,Mie Goreng Spesial,15000,40,600000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,sate_ayam,Sate Ayam,25000,28,700000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,bakso_sapi,Bakso Sapi,15000,53,795000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,soto_ayam,Soto Ayam,18000,45,810000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,es_jeruk,Es Jeruk,10000,50,500000
10/27/2025,Senin,1,0,10,44,Hujan,1,Periode Gajian,gorengan,Gorengan,2000,189,378000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,ayam_geprek,Ayam Geprek,18000,50,900000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,nasi_goreng,Nasi Goreng,22000,45,990000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,kopi_susu,Kopi Susu,16000,59,944000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,es_teh_manis,Es Teh Manis,8000,85,680000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,mie_goreng,Mie Goreng Spesial,15000,36,540000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,sate_ayam,Sate Ayam,25000,27,675000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,bakso_sapi,Bakso Sapi,15000,44,660000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,soto_ayam,Soto Ayam,18000,40,720000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,es_jeruk,Es Jeruk,10000,70,700000
10/28/2025,Selasa,2,0,10,44,Cerah,1,Periode Gajian,gorengan,Gorengan,2000,155,310000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,ayam_geprek,Ayam Geprek,18000,47,846000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,nasi_goreng,Nasi Goreng,22000,44,968000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,kopi_susu,Kopi Susu,16000,54,864000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,es_teh_manis,Es Teh Manis,8000,71,568000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,mie_goreng,Mie Goreng Spesial,15000,43,645000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,sate_ayam,Sate Ayam,25000,25,625000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,bakso_sapi,Bakso Sapi,15000,48,720000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,soto_ayam,Soto Ayam,18000,37,666000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,es_jeruk,Es Jeruk,10000,67,670000
10/29/2025,Rabu,3,0,10,44,Berawan,1,Periode Gajian,gorengan,Gorengan,2000,164,328000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,ayam_geprek,Ayam Geprek,18000,52,936000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,nasi_goreng,Nasi Goreng,22000,45,990000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,kopi_susu,Kopi Susu,16000,57,912000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,es_teh_manis,Es Teh Manis,8000,85,680000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,mie_goreng,Mie Goreng Spesial,15000,42,630000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,sate_ayam,Sate Ayam,25000,28,700000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,bakso_sapi,Bakso Sapi,15000,42,630000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,soto_ayam,Soto Ayam,18000,41,738000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,es_jeruk,Es Jeruk,10000,71,710000
10/30/2025,Kamis,4,0,10,44,Berawan,1,Periode Gajian,gorengan,Gorengan,2000,146,292000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,ayam_geprek,Ayam Geprek,18000,55,990000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,nasi_goreng,Nasi Goreng,22000,46,1012000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,kopi_susu,Kopi Susu,16000,62,992000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,es_teh_manis,Es Teh Manis,8000,83,664000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,mie_goreng,Mie Goreng Spesial,15000,41,615000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,sate_ayam,Sate Ayam,25000,24,600000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,bakso_sapi,Bakso Sapi,15000,42,630000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,soto_ayam,Soto Ayam,18000,36,648000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,es_jeruk,Es Jeruk,10000,79,790000
10/31/2025,Jumat,5,0,10,44,Cerah,1,Periode Gajian,gorengan,Gorengan,2000,161,322000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,ayam_geprek,Ayam Geprek,18000,61,1098000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,nasi_goreng,Nasi Goreng,22000,59,1298000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,kopi_susu,Kopi Susu,16000,69,1104000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,es_teh_manis,Es Teh Manis,8000,100,800000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,mie_goreng,Mie Goreng Spesial,15000,46,690000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,sate_ayam,Sate Ayam,25000,30,750000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,bakso_sapi,Bakso Sapi,15000,54,810000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,soto_ayam,Soto Ayam,18000,45,810000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,es_jeruk,Es Jeruk,10000,82,820000
11/01/2025,Sabtu,6,1,11,44,Berawan,1,Periode Gajian,gorengan,Gorengan,2000,187,374000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,ayam_geprek,Ayam Geprek,18000,67,1206000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,nasi_goreng,Nasi Goreng,22000,53,1166000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,kopi_susu,Kopi Susu,16000,71,1136000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,es_teh_manis,Es Teh Manis,8000,116,928000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,mie_goreng,Mie Goreng Spesial,15000,48,720000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,sate_ayam,Sate Ayam,25000,29,725000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,bakso_sapi,Bakso Sapi,15000,59,885000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,soto_ayam,Soto Ayam,18000,48,864000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,es_jeruk,Es Jeruk,10000,87,870000
11/02/2025,Minggu,7,1,11,44,Cerah,1,Periode Gajian,gorengan,Gorengan,2000,174,348000
11/03/2025,Senin,1,0,11,45,Berawan,0,,ayam_geprek,Ayam Geprek,18000,41,738000
11/03/2025,Senin,1,0,11,45,Berawan,0,,nasi_goreng,Nasi Goreng,22000,35,770000
11/03/2025,Senin,1,0,11,45,Berawan,0,,kopi_susu,Kopi Susu,16000,49,784000
11/03/2025,Senin,1,0,11,45,Berawan,0,,es_teh_manis,Es Teh Manis,8000,63,504000
11/03/2025,Senin,1,0,11,45,Berawan,0,,mie_goreng,Mie Goreng Spesial,15000,28,420000
11/03/2025,Senin,1,0,11,45,Berawan,0,,sate_ayam,Sate Ayam,25000,19,475000
11/03/2025,Senin,1,0,11,45,Berawan,0,,bakso_sapi,Bakso Sapi,15000,33,495000
11/03/2025,Senin,1,0,11,45,Berawan,0,,soto_ayam,Soto Ayam,18000,31,558000
11/03/2025,Senin,1,0,11,45,Berawan,0,,es_jeruk,Es Jeruk,10000,45,450000
11/03/2025,Senin,1,0,11,45,Berawan,0,,gorengan,Gorengan,2000,122,244000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,ayam_geprek,Ayam Geprek,18000,43,774000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,nasi_goreng,Nasi Goreng,22000,34,748000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,kopi_susu,Kopi Susu,16000,48,768000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,es_teh_manis,Es Teh Manis,8000,55,440000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,mie_goreng,Mie Goreng Spesial,15000,32,480000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,sate_ayam,Sate Ayam,25000,19,475000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,bakso_sapi,Bakso Sapi,15000,34,510000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,soto_ayam,Soto Ayam,18000,32,576000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,es_jeruk,Es Jeruk,10000,46,460000
11/04/2025,Selasa,2,0,11,45,Berawan,0,,gorengan,Gorengan,2000,114,228000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,ayam_geprek,Ayam Geprek,18000,42,756000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,nasi_goreng,Nasi Goreng,22000,36,792000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,kopi_susu,Kopi Susu,16000,47,752000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,es_teh_manis,Es Teh Manis,8000,61,488000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,mie_goreng,Mie Goreng Spesial,15000,29,435000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,sate_ayam,Sate Ayam,25000,19,475000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,bakso_sapi,Bakso Sapi,15000,33,495000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,soto_ayam,Soto Ayam,18000,32,576000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,es_jeruk,Es Jeruk,10000,51,510000
11/05/2025,Rabu,3,0,11,45,Berawan,0,,gorengan,Gorengan,2000,118,236000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,ayam_geprek,Ayam Geprek,18000,44,792000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,nasi_goreng,Nasi Goreng,22000,33,726000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,kopi_susu,Kopi Susu,16000,46,736000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,es_teh_manis,Es Teh Manis,8000,60,480000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,mie_goreng,Mie Goreng Spesial,15000,31,465000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,sate_ayam,Sate Ayam,25000,18,450000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,bakso_sapi,Bakso Sapi,15000,38,570000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,soto_ayam,Soto Ayam,18000,33,594000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,es_jeruk,Es Jeruk,10000,51,510000
11/06/2025,Kamis,4,0,11,45,Berawan,0,,gorengan,Gorengan,2000,125,250000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,ayam_geprek,Ayam Geprek,18000,43,774000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,nasi_goreng,Nasi Goreng,22000,41,902000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,kopi_susu,Kopi Susu,16000,42,672000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,es_teh_manis,Es Teh Manis,8000,54,432000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,mie_goreng,Mie Goreng Spesial,15000,36,540000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,sate_ayam,Sate Ayam,25000,25,625000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,bakso_sapi,Bakso Sapi,15000,50,750000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,soto_ayam,Soto Ayam,18000,39,702000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,es_jeruk,Es Jeruk,10000,42,420000
11/07/2025,Jumat,5,0,11,45,Hujan,1,Promo Jumat Berkah,gorengan,Gorengan,2000,174,348000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,ayam_geprek,Ayam Geprek,18000,44,792000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,nasi_goreng,Nasi Goreng,22000,46,1012000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,kopi_susu,Kopi Susu,16000,46,736000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,es_teh_manis,Es Teh Manis,8000,58,464000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,mie_goreng,Mie Goreng Spesial,15000,37,555000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,sate_ayam,Sate Ayam,25000,24,600000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,bakso_sapi,Bakso Sapi,15000,44,660000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,soto_ayam,Soto Ayam,18000,40,720000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,es_jeruk,Es Jeruk,10000,51,510000
11/08/2025,Sabtu,6,1,11,45,Hujan,0,,gorengan,Gorengan,2000,149,298000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,ayam_geprek,Ayam Geprek,18000,47,846000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,nasi_goreng,Nasi Goreng,22000,42,924000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,kopi_susu,Kopi Susu,16000,59,944000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,es_teh_manis,Es Teh Manis,8000,80,640000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,mie_goreng,Mie Goreng Spesial,15000,35,525000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,sate_ayam,Sate Ayam,25000,25,625000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,bakso_sapi,Bakso Sapi,15000,42,630000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,soto_ayam,Soto Ayam,18000,34,612000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,es_jeruk,Es Jeruk,10000,68,680000
11/09/2025,Minggu,7,1,11,45,Cerah,0,,gorengan,Gorengan,2000,134,268000
11/10/2025,Senin,1,0,11,46,Cerah,0,,ayam_geprek,Ayam Geprek,18000,40,720000
11/10/2025,Senin,1,0,11,46,Cerah,0,,nasi_goreng,Nasi Goreng,22000,34,748000
11/10/2025,Senin,1,0,11,46,Cerah,0,,kopi_susu,Kopi Susu,16000,49,784000
11/10/2025,Senin,1,0,11,46,Cerah,0,,es_teh_manis,Es Teh Manis,8000,67,536000
11/10/2025,Senin,1,0,11,46,Cerah,0,,mie_goreng,Mie Goreng Spesial,15000,30,450000
11/10/2025,Senin,1,0,11,46,Cerah,0,,sate_ayam,Sate Ayam,25000,21,525000
11/10/2025,Senin,1,0,11,46,Cerah,0,,bakso_sapi,Bakso Sapi,15000,32,480000
11/10/2025,Senin,1,0,11,46,Cerah,0,,soto_ayam,Soto Ayam,18000,31,558000
11/10/2025,Senin,1,0,11,46,Cerah,0,,es_jeruk,Es Jeruk,10000,54,540000
11/10/2025,Senin,1,0,11,46,Cerah,0,,gorengan,Gorengan,2000,131,262000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,ayam_geprek,Ayam Geprek,18000,39,702000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,nasi_goreng,Nasi Goreng,22000,32,704000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,kopi_susu,Kopi Susu,16000,49,784000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,es_teh_manis,Es Teh Manis,8000,69,552000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,mie_goreng,Mie Goreng Spesial,15000,31,465000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,sate_ayam,Sate Ayam,25000,18,450000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,bakso_sapi,Bakso Sapi,15000,37,555000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,soto_ayam,Soto Ayam,18000,28,504000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,es_jeruk,Es Jeruk,10000,62,620000
11/11/2025,Selasa,2,0,11,46,Cerah,0,,gorengan,Gorengan,2000,113,226000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,ayam_geprek,Ayam Geprek,18000,36,648000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,nasi_goreng,Nasi Goreng,22000,35,770000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,kopi_susu,Kopi Susu,16000,46,736000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,es_teh_manis,Es Teh Manis,8000,63,504000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,mie_goreng,Mie Goreng Spesial,15000,32,480000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,sate_ayam,Sate Ayam,25000,20,500000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,bakso_sapi,Bakso Sapi,15000,35,525000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,soto_ayam,Soto Ayam,18000,30,540000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,es_jeruk,Es Jeruk,10000,56,560000
11/12/2025,Rabu,3,0,11,46,Cerah,0,,gorengan,Gorengan,2000,121,242000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,ayam_geprek,Ayam Geprek,18000,37,666000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,nasi_goreng,Nasi Goreng,22000,38,836000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,kopi_susu,Kopi Susu,16000,49,784000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,es_teh_manis,Es Teh Manis,8000,67,536000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,mie_goreng,Mie Goreng Spesial,15000,29,435000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,sate_ayam,Sate Ayam,25000,21,525000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,bakso_sapi,Bakso Sapi,15000,34,510000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,soto_ayam,Soto Ayam,18000,27,486000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,es_jeruk,Es Jeruk,10000,54,540000
11/13/2025,Kamis,4,0,11,46,Cerah,0,,gorengan,Gorengan,2000,125,250000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,ayam_geprek,Ayam Geprek,18000,38,684000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,nasi_goreng,Nasi Goreng,22000,33,726000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,kopi_susu,Kopi Susu,16000,47,752000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,es_teh_manis,Es Teh Manis,8000,54,432000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,mie_goreng,Mie Goreng Spesial,15000,28,420000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,sate_ayam,Sate Ayam,25000,21,525000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,bakso_sapi,Bakso Sapi,15000,33,495000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,soto_ayam,Soto Ayam,18000,31,558000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,es_jeruk,Es Jeruk,10000,47,470000
11/14/2025,Jumat,5,0,11,46,Berawan,0,,gorengan,Gorengan,2000,110,220000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,ayam_geprek,Ayam Geprek,18000,50,900000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,nasi_goreng,Nasi Goreng,22000,45,990000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,kopi_susu,Kopi Susu,16000,58,928000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,es_teh_manis,Es Teh Manis,8000,81,648000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,mie_goreng,Mie Goreng Spesial,15000,37,555000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,sate_ayam,Sate Ayam,25000,23,575000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,bakso_sapi,Bakso Sapi,15000,40,600000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,soto_ayam,Soto Ayam,18000,39,702000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,es_jeruk,Es Jeruk,10000,62,620000
11/15/2025,Sabtu,6,1,11,46,Cerah,0,,gorengan,Gorengan,2000,132,264000
11/16/2025,Minggu,7,1,11,46,Cerah,0,,ayam_geprek,Ayam Geprek,18000,43,774000
11/16/2025,Minggu,7,1,11,46,Cerah,0,,nasi_goreng,Nasi Goreng,22000,39,858000
11/16/2025,Minggu,7,1,11,46,Cerah,0,,kopi_susu,Kopi Susu,16000,55,880000
11/16/2025,Minggu,7,1,11,46,Cerah,0,,es_teh_manis,Es Teh Manis,8000,81,648000
11/16/2025,Minggu,7,1,11,46,Cerah,0,,mie_goreng,Mie Goreng Spesial,15000,39,585000
11/16/2025,Minggu,7,1,11,46,Cerah,0,,sate_ayam,Sate Ayam,25000,26,650000
11/16/2025,Minggu,7,1,11,46,Cerah,0,,bakso_sapi,Bakso Sapi,15000,41,615000
11/16/2025,Minggu,7,1,11,46,Cerah,0,,soto_ayam,Soto Ayam,18000,34,612000
11/16/2025,Minggu,7,1,11,46,Cerah,0,,es_jeruk,Es Jeruk,10000,67,670000
